date,time,channel_id,habitat_type,visibility_ft,depth_ft,distance_to_bank_ft,distance_to_cover_ft,cover_type,overhead,unembedded_cobble,distance to cobble_ft,velocity_fps,substrate,fish_type,fish_size,fish_number,comments
2020-03-09,12:19:06pm,Clear Creek Control,Flatwater,10,1.5,12,0,Aquatic Veg,No,Yes,0.5,0,Mud/Organic,Fall Run Chinook,51-60mm,25,NA
2020-03-09,12:30:09pm,Clear Creek Control,Flatwater,10,2.7,5.3,0,Aquatic Veg,No,No,0,0,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,1,NA
2020-04-29,11:15:05am,Clear Creek Control,Pool,10,2.2,2.2,0,Fine Woody Debris,Yes,No,0,0.33,Mud/Organic,Fall Run Chinook,61-80mm,2,NA
2020-04-29,11:22:38am,Clear Creek Control,Pool,10,1.7,4.7,1.6,Fine Woody Debris,Yes,Yes,0,0.39,Cobble,Fall Run Chinook,51-60mm,10,NA
2020-04-29,11:27:51am,Clear Creek Control,Pool,10,1.7,4.7,1.6,Fine Woody Debris,Yes,Yes,0,0.39,Cobble,Fall Run Chinook,81-100mm,1,NA
2020-04-29,11:29:35am,Clear Creek Control,Pool,10,1.8,2.25,0,Fine Woody Debris,Yes,Yes,1.95,0.39,Mud/Organic,Fall Run Chinook,61-80mm,6,NA
2020-04-29,11:36:11am,Clear Creek Control,Flatwater,8,1.9,6.9,0.5,Fine Woody Debris,Yes,Yes,6.6,0.25,Mud/Organic,Fall Run Chinook,61-80mm,2,NA
2020-04-29,11:44:15am,Clear Creek Control,Flatwater,8,1.9,6.9,0.5,Fine Woody Debris,Yes,Yes,6.6,0.25,Mud/Organic,Fall Run Chinook,51-60mm,1,NA
2020-04-29,11:48:51am,Clear Creek Control,Pool,10,3.3,12.5,1.3,Fine Woody Debris,Yes,Yes,4.6,2.8,Mud/Organic,Fall Run Chinook,51-60mm,3,NA
2020-04-29,11:56:31am,Clear Creek Control,Pool,10,3.3,12.5,1.3,Fine Woody Debris,Yes,Yes,4.6,2.8,Mud/Organic,Fall Run Chinook,81-100mm,5,NA
2020-04-29,11:58:46am,Clear Creek Control,Pool,10,2.35,2.32,0,Overhead cover,Yes,Yes,3.35,0.38,Mud/Organic,Fall Run Chinook,51-60mm,15,NA
2020-04-29,12:01:57pm,Clear Creek Control,Pool,10,2.35,2.32,0,Overhead cover,Yes,Yes,3.35,0.38,Mud/Organic,Fall Run Chinook,61-80mm,7,NA
2020-04-29,12:08:07pm,Clear Creek Control,Pool,10,0.9,0.9,0.7,"Branches, Small Woody Debris",Yes,Yes,2,0.04,Mud/Organic,Fall Run Chinook,41-50mm,4,NA
2020-04-29,12:11:28pm,Clear Creek Control,Pool,10,0.9,0.9,0.7,"Branches, Small Woody Debris",Yes,Yes,2,0.04,Mud/Organic,Fall Run Chinook,51-60mm,6,NA
2020-04-29,12:16:52pm,Clear Creek Control,Pool,10,3.31,6.2,0.72,Fine Woody Debris,Yes,Yes,2.05,1.03,Mud/Organic,Fall Run Chinook,51-60mm,5,NA
2020-04-29,12:21:45pm,Clear Creek Control,Pool,10,3.31,6.2,0.72,Fine Woody Debris,Yes,Yes,2.05,1.03,Mud/Organic,Fall Run Chinook,61-80mm,10,NA
2020-04-29,12:25:34pm,Clear Creek Control,Pool,10,1.9,1.68,0,Fine Woody Debris,Yes,Yes,1.05,0.77,Sand,Fall Run Chinook,61-80mm,20,NA
2020-04-29,12:30:50pm,Clear Creek Control,Pool,10,3,15.85,8.4,Overhead cover,Yes,Yes,0,1.31,Cobble,Fall Run Chinook,61-80mm,1,may have spooked it to middle
2020-04-29,12:44:23pm,Clear Creek Control,Pool,10,1.4,2.3,0.2,"Branches, Small Woody Debris",No,Yes,3,0.13,Mud/Organic,Late Fall Run Run Chinook,<41mm,3,NA
2020-04-29,12:56:40pm,Clear Creek Control,Pool,10,2.1,4.2,0.6,Aquatic Veg,Yes,Yes,3,0.38,Mud/Organic,Fall Run Chinook,51-60mm,5,NA
2020-04-29,01:03:04pm,Clear Creek Control,Pool,10,2.1,4.2,0.6,Aquatic Veg,Yes,Yes,3,0.38,Mud/Organic,Fall Run Chinook,61-80mm,40,NA
2020-04-29,01:06:28pm,Clear Creek Control,Pool,10,3.6,13.4,0,Cobble,No,Yes,0,1.12,Cobble,Fall Run Chinook,61-80mm,4,NA
2020-04-29,01:11:01pm,Clear Creek Control,Pool,10,2.7,19.3,0,Cobble,No,Yes,0,1.96,Cobble,Spring Run Chinook,81-100mm,5,NA
2020-04-29,01:16:43pm,Clear Creek Control,Pool,10,2.7,8.2,0.4,Fine Woody Debris,Yes,Yes,6.1,0.37,Mud/Organic,Spring Run Chinook,101-120mm,6,NA
2020-04-29,01:22:29pm,Clear Creek Control,Pool,10,2.7,8.2,0.4,Fine Woody Debris,Yes,Yes,6.1,0.37,Mud/Organic,Fall Run Chinook,81-100mm,2,NA
2020-04-29,02:13:37pm,Clear Creek Control,Riffle,10,2.1,2.2,0.2,Fine Woody Debris,No,Yes,0,0.18,Cobble,Fall Run Chinook,61-80mm,3,NA
2020-04-29,02:17:17pm,Clear Creek Control,Riffle,10,2.9,3.4,0.4,Boulder,No,Yes,0.6,0.23,Gravel,Fall Run Chinook,61-80mm,20,NA
2020-04-29,02:21:05pm,Clear Creek Control,Riffle,10,2.8,3.4,2.4,"Branches, Small Woody Debris",No,Yes,0,2.22,Cobble,Spring Run Chinook,101-120mm,10,NA
2020-04-29,02:24:33pm,Clear Creek Control,Riffle,10,0.9,1.9,0.4,Fine Woody Debris,Yes,Yes,0.5,0.46,Mud/Organic,Late Fall Run Run Chinook,<41mm,2,NA
2020-04-29,02:28:48pm,Clear Creek Control,Riffle,10,1.8,15.6,0.6,Fine Woody Debris,No,Yes,0.4,0.55,Gravel,Fall Run Chinook,61-80mm,3,NA
2020-04-29,02:31:14pm,Clear Creek Control,Riffle,10,1.6,5,1,Fine Woody Debris,Yes,Yes,4.1,0.32,Mud/Organic,Late Fall Run Run Chinook,<41mm,5,NA
2020-04-29,02:35:47pm,Clear Creek Control,Riffle,10,2.1,15.9,0.5,Fine Woody Debris,No,Yes,1.1,0.29,Mud/Organic,Fall Run Chinook,61-80mm,30,NA
2020-04-29,02:38:49pm,Clear Creek Control,Riffle,10,2,10.9,0.8,Fine Woody Debris,Yes,Yes,4.6,0.59,Mud/Organic,Fall Run Chinook,81-100mm,25,NA
2020-04-29,02:43:41pm,Clear Creek Control,Riffle,10,2,10.9,0.8,Fine Woody Debris,Yes,Yes,4.6,0.59,Mud/Organic,Fall Run Chinook,61-80mm,20,NA
2020-04-29,02:47:28pm,Clear Creek Control,Riffle,10,1.4,9.8,0.1,"Branches, Small Woody Debris",Yes,No,0,0.05,Sand,Fall Run Chinook,61-80mm,11,NA
2020-04-29,02:53:29pm,Clear Creek Control,Riffle,10,1.3,7.3,0,Fine Woody Debris,Yes,Yes,2.7,0.2,Mud/Organic,Fall Run Chinook,61-80mm,2,NA
2020-04-29,03:00:56pm,Clear Creek Control,Riffle,10,1.3,7.3,0,Fine Woody Debris,Yes,Yes,2.7,0.2,Mud/Organic,Rainbow Trout/Steelhead,81-100mm,1,NA
2020-04-29,03:03:34pm,Clear Creek Control,Riffle,10,1.4,1.2,0.2,Fine Woody Debris,Yes,Yes,1.6,0.3,Sand,Rainbow Trout/Steelhead,81-100mm,2,NA
2020-04-29,03:07:22pm,Clear Creek Control,Riffle,10,1.4,1.2,0.2,Fine Woody Debris,Yes,Yes,1.6,0.3,Sand,Rainbow Trout/Steelhead,61-80mm,1,NA
2020-04-29,03:08:36pm,Clear Creek Control,Riffle,10,1.4,1.2,0.2,Fine Woody Debris,Yes,Yes,1.6,0.3,Sand,Fall Run Chinook,61-80mm,3,NA
2020-04-29,03:09:47pm,Clear Creek Control,Riffle,10,1,3.7,0,Fine Woody Debris,No,Yes,1.6,0.3,Gravel,Rainbow Trout/Steelhead,81-100mm,2,NA
2020-04-29,03:12:36pm,Clear Creek Control,Riffle,10,1,3.7,0,Fine Woody Debris,No,Yes,1.6,0.3,Sand,Rainbow Trout/Steelhead,61-80mm,3,NA
2020-04-29,03:14:00pm,Clear Creek Control,Riffle,10,0.4,0.8,0.6,Aquatic Veg,Yes,Yes,3.9,0.1,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,2,NA
2020-04-29,03:17:02pm,Clear Creek Control,Riffle,10,0.4,0.8,0.6,Aquatic Veg,Yes,Yes,3.9,0.1,Mud/Organic,Rainbow Trout/Steelhead,<41mm,3,NA
2018-08-31,11:35:19am,Cow Creek Island,Riffle,10,0.8,6.5,0,Aquatic Veg,NA,Yes,1.3,0.01,Gravel,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-08-31,12:22:17pm,Cow Creek Island,Riffle,10,0.9,12,0.30000001192092896,Aquatic Veg,NA,Yes,0,0.07,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-08-31,11:30:02am,Cow Creek Island,Riffle,10,1.8,15.100000381469727,1.5,Aquatic Veg,NA,No,0,0.07,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,1,NA
2018-08-31,11:32:45am,Cow Creek Island,Riffle,10,1.8,15.100000381469727,1.5,Aquatic Veg,NA,No,0,0.07,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,2,NA
2018-08-31,12:25:29pm,Cow Creek Island,Riffle,10,1.1,8.600000381469727,0.8999999761581421,Aquatic Veg,NA,Yes,0,0.15,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-08-31,01:20:19pm,Cow Creek Island,Riffle,10,0.8,14,0,Aquatic Veg,NA,Yes,0,0.15,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-08-31,11:55:29am,Cow Creek Island,Flatwater,10,1.3,9.300000190734863,0,Aquatic Veg,NA,Yes,0.9,0.24,Gravel,Rainbow Trout/Steelhead,81-100mm,7,NA
2018-08-31,01:28:04pm,Cow Creek Island,Riffle,10,1.3,12,0.5,Aquatic Veg,NA,Yes,0.1,0.4,Gravel,Rainbow Trout/Steelhead,51-60mm,3,NA
2018-08-31,11:44:09am,Cow Creek Island,Riffle,10,1.9,8.5,1.5,Overhead cover,NA,Yes,0,0.4,Cobble,Rainbow Trout/Steelhead,81-100mm,11,NA
2018-08-31,12:17:36pm,Cow Creek Island,Riffle,10,1.5,14.600000381469727,0.699999988079071,Aquatic Veg,NA,Yes,0,0.48,Cobble,Rainbow Trout/Steelhead,61-80mm,10,NA
2018-08-31,11:38:19am,Cow Creek Island,Riffle,10,0.9,8.300000190734863,4.199999809265137,Aquatic Veg,NA,Yes,0.4,0.6,Gravel,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-08-31,11:57:41am,Cow Creek Island,Flatwater,10,1.6,17,0,Aquatic Veg,NA,Yes,1.4,0.61,Gravel,Rainbow Trout/Steelhead,101-120mm,1,NA
2018-08-31,12:14:32pm,Cow Creek Island,Riffle,10,2.4,19.100000381469727,2,Aquatic Veg,NA,Yes,0,0.62,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-08-31,01:13:58pm,Cow Creek Island,Riffle,10,0.9,12.5,0.5,Aquatic Veg,NA,Yes,0,0.67,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-08-31,11:48:40am,Cow Creek Island,Flatwater,10,1.3,16.399999618530273,1.2000000476837158,Aquatic Veg,NA,Yes,0,0.73,Cobble,Rainbow Trout/Steelhead,81-100mm,1,NA
2018-08-31,01:12:17pm,Cow Creek Island,Riffle,10,1.1,18,4,Aquatic Veg,NA,Yes,0,0.8,Cobble,Late Fall Run Run Chinook,61-80mm,1,NA
2018-08-31,01:17:50pm,Cow Creek Island,Riffle,10,0.7,15.199999809265137,1.7999999523162842,Aquatic Veg,NA,Yes,0,0.9,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-08-31,12:00:00pm,Cow Creek Island,Flatwater,10,1.6,18,0,Aquatic Veg,NA,Yes,0,0.95,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-08-31,01:07:35pm,Cow Creek Island,Riffle,10,2.1,30.5,3,Aquatic Veg,NA,Yes,0,1.23,Cobble,Late Fall Run Run Chinook,61-80mm,1,NA
2018-08-31,12:03:28pm,Cow Creek Island,Flatwater,10,1.9,20.5,0.20000000298023224,Aquatic Veg,NA,Yes,0,1.4,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-08-31,01:10:12pm,Cow Creek Island,Riffle,10,2,32,2.9000000953674316,Aquatic Veg,NA,Yes,0,1.69,Cobble,Rainbow Trout/Steelhead,121-140mm,1,NA
2018-08-31,11:52:05am,Cow Creek Island,Flatwater,10,1.5,22,0,Aquatic Veg,NA,Yes,0.7,1.81,Gravel,Rainbow Trout/Steelhead,81-100mm,1,NA
2018-08-31,12:07:29pm,Cow Creek Island,Flatwater,10,2.5,34.5,5.800000190734863,Aquatic Veg,NA,Yes,0,2.21,Cobble,Rainbow Trout/Steelhead,121-140mm,1,NA
2018-08-31,01:25:32pm,Cow Creek Island,Riffle,10,1.6,12.5,0.6000000238418579,Aquatic Veg,NA,Yes,0,2.32,Cobble,Rainbow Trout/Steelhead,141-160mm,2,NA
2018-06-21,NA,Kapusta,Pool,10,1.08,2.5,0,Boulder,NA,Yes,2.76,0,Bedrock,Rainbow Trout/Steelhead,<41mm,2,NA
2018-06-21,NA,Kapusta,Flatwater,10,4.32,9,0,"Branches, Small Woody Debris",NA,No,0,0,Mud/Organic,Late Fall Run Run Chinook,51-60mm,1,NA
2018-06-21,NA,Kapusta,Pool,10,1,1,0,Fine Woody Debris,NA,No,0,0,Bedrock,Rainbow Trout/Steelhead,51-60mm,2,NA
2018-06-21,NA,Kapusta,Pool,10,2.08,0,3.5,"Branches, Small Woody Debris",NA,No,0,0,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-06-21,NA,Kapusta,Pool,10,2.42,1.9199999570846558,1.9199999570846558,Cobble,NA,Yes,0,0.18,Bedrock,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-06-21,NA,Kapusta,Pool,10,1.42,1.5700000524520874,1,Fine Woody Debris,NA,No,0,0.29,Bedrock,Rainbow Trout/Steelhead,51-60mm,5,NA
2018-06-21,NA,Kapusta,Pool,10,1.42,1.5700000524520874,1,Fine Woody Debris,NA,No,0,0.29,Bedrock,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-06-21,NA,Kapusta,Pool,10,0.67,0.9200000166893005,0,Fine Woody Debris,NA,Yes,1.82,0.37,Bedrock,Late Fall Run Run Chinook,41-50mm,1,NA
2018-06-21,NA,Kapusta,Flatwater,10,1.84,1.559999942779541,0,"Branches, Small Woody Debris",NA,Yes,1.5,0.5,Sand,Rainbow Trout/Steelhead,81-100mm,1,NA
2018-06-21,NA,Kapusta,Flatwater,10,0.67,1.0800000429153442,0,Fine Woody Debris,NA,Yes,4.67,0.7,Sand,Fall Run Chinook,41-50mm,1,NA
2018-06-21,NA,Kapusta,Flatwater,10,2.5,2.240000009536743,0,Fine Woody Debris,NA,Yes,0,2.06,Cobble,Fall Run Chinook,81-100mm,2,NA
2018-11-20,12:10:43pm,Kapusta,Flatwater,9,3.25,10.5,0,"Branches, Small Woody Debris",NA,No,0,0.3,Mud/Organic,Late Fall Run Run Chinook,101-120mm,1,NA
2018-11-20,12:05:38pm,Kapusta,Flatwater,9,3.25,10.5,0,"Branches, Small Woody Debris",NA,No,0,0.3,Mud/Organic,Late Fall Run Run Chinook,121-140mm,1,NA
2018-11-20,12:12:02pm,Kapusta,Flatwater,9,3.25,10.5,0,"Branches, Small Woody Debris",NA,No,0,0.3,Mud/Organic,Late Fall Run Run Chinook,81-100mm,3,NA
2019-07-18,02:33:16am,Kapusta,Pool,10,2.1,2.7,0.4,Rip Rap,No,Yes,1,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,10,no overhead
2019-07-18,03:39:24am,Kapusta,Pool,10,1.9,5,0.8,Rip Rap,No,Yes,1.9,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,25,no overhead
2019-07-18,03:43:51am,Kapusta,Pool,10,1.5,2.7,0.1,Rip Rap,No,Yes,0.9,0,Gravel,Rainbow Trout/Steelhead,41-50mm,13,no overhead
2019-07-18,03:52:40am,Kapusta,Pool,10,1,2.9,0.1,Fine Woody Debris,No,No,0,0.2,Sand,Late Fall Run Run Chinook,51-60mm,6,no overhead
2019-07-18,03:58:27am,Kapusta,Pool,10,1,2.9,0.2,Fine Woody Debris,No,No,0,0.2,Sand,Fall Run Chinook,61-80mm,2,no overhead
2019-07-18,04:06:12am,Kapusta,Pool,10,NA,0.2,0.2,Rip Rap,No,Yes,1.8,0,Boulder,Rainbow Trout/Steelhead,<41mm,10,no overhead
2019-07-18,04:10:10am,Kapusta,Pool,10,0.7,0.2,0.2,Rip Rap,No,Yes,1.8,0,Boulder,Rainbow Trout/Steelhead,51-60mm,1,no overhead
2019-07-18,04:13:11am,Kapusta,Pool,10,0.6,0.6,0.6,Rip Rap,No,Yes,1,0,Boulder,Rainbow Trout/Steelhead,<41mm,5,no overhead
2019-07-18,04:16:50am,Kapusta,Pool,10,2.05,1,0.5,Rip Rap,No,Yes,2.4,0,Sand,Rainbow Trout/Steelhead,<41mm,5,no overhead
2019-07-18,04:21:42am,Kapusta,Pool,10,2.05,1,0.5,Rip Rap,No,Yes,2.4,0,Sand,Rainbow Trout/Steelhead,41-50mm,3,no overhead
2019-07-18,04:24:11am,Kapusta,Pool,10,1,2.05,0,Aquatic Veg,No,Yes,3.9,0,Sand,Rainbow Trout/Steelhead,<41mm,8,no overhead
2019-07-18,04:29:15am,Kapusta,Pool,10,1,2.05,0,Aquatic Veg,No,Yes,3.9,0,Sand,Rainbow Trout/Steelhead,41-50mm,3,no overhead
2019-07-18,04:31:31am,Kapusta,Pool,10,1.2,2.1,0.3,"Branches, Small Woody Debris",yes,Yes,2,0.1,Sand,Rainbow Trout/Steelhead,<41mm,3,overhead
2019-07-18,04:37:04am,Kapusta,Pool,10,1.1,1.9,0,"Branches, Small Woody Debris",yes,Yes,2.3,0.2,Sand,Rainbow Trout/Steelhead,61-80mm,1,overhead
2019-07-18,04:40:25am,Kapusta,Pool,10,1.1,1.9,0,"Branches, Small Woody Debris",yes,Yes,2.3,0.2,Sand,Rainbow Trout/Steelhead,51-60mm,1,overhead
2019-07-18,04:47:14am,Kapusta,Pool,10,0.55,0.5,0,Aquatic Veg,No,Yes,3.7,0,Boulder,Rainbow Trout/Steelhead,<41mm,9,no overhead
2019-07-18,06:20:06am,Kapusta,Flatwater,10,1.2,1,0.2,Fine Woody Debris,Yes,Yes,1.7,0.2,Sand,Rainbow Trout/Steelhead,41-50mm,3,overhead
2019-07-18,06:26:35am,Kapusta,Flatwater,10,1.6,1.4,0,Fine Woody Debris,Yes,Yes,1.9,0.1,Sand,Fall Run Chinook,61-80mm,1,overhead
2019-07-18,06:30:15am,Kapusta,Flatwater,10,1.6,1.4,0,Fine Woody Debris,Yes,Yes,1.9,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,5,overhead
2019-07-18,06:32:17am,Kapusta,Flatwater,10,1.6,1.3,0,Fine Woody Debris,Yes,Yes,2.9,0.2,Sand,Rainbow Trout/Steelhead,61-80mm,1,overhead
2019-07-18,06:36:58am,Kapusta,Flatwater,10,1.1,1.3,0.3,Fine Woody Debris,Yes,Yes,1.4,0,Sand,Rainbow Trout/Steelhead,41-50mm,4,overhead
2019-07-18,06:41:03am,Kapusta,Flatwater,10,1.1,1.2,0.3,Fine Woody Debris,Yes,Yes,2.1,0,Sand,Rainbow Trout/Steelhead,51-60mm,1,overhead
2019-07-18,06:43:53am,Kapusta,Flatwater,10,1.8,2,0,Fine Woody Debris,NA,Yes,0.2,0.3,Sand,Rainbow Trout/Steelhead,41-50mm,1,NA
2019-07-18,06:46:22am,Kapusta,Flatwater,10,1.4,1,0,Fine Woody Debris,Yes,Yes,0.6,0.3,Sand,Rainbow Trout/Steelhead,41-50mm,1,overhead
2019-07-18,06:49:11am,Kapusta,Flatwater,10,0.5,0.8,0,Aquatic Veg,NA,Yes,0.8,0.4,Sand,Rainbow Trout/Steelhead,51-60mm,1,NA
2019-07-18,06:52:41am,Kapusta,Flatwater,10,1,3.1,0.9,Aquatic Veg,No,Yes,0,0.3,Cobble,Rainbow Trout/Steelhead,51-60mm,8,no overhead
2019-07-18,06:55:59am,Kapusta,Flatwater,10,1,3.1,0.9,Aquatic Veg,No,Yes,0,0.3,Cobble,Rainbow Trout/Steelhead,41-50mm,10,no overhead
2019-07-18,06:58:38am,Kapusta,Flatwater,10,1.1,2.2,0,Fine Woody Debris,Yes,Yes,0.1,0,Gravel,Rainbow Trout/Steelhead,51-60mm,4,overhead
2019-09-25,03:35:01am,Kapusta,Flatwater,9,0.9,3.2,1.4,Aquatic Veg,No,Yes,1,0.82,Gravel,Winter Run Chinook,<41mm,1,no overhead
2019-09-25,03:39:22am,Kapusta,Flatwater,9,1,3.4,1.3,Aquatic Veg,No,Yes,0.7,0.79,Gravel,Winter Run Chinook,41-50mm,4,no overhead
2019-09-25,03:43:19am,Kapusta,Flatwater,9,0.8,1.2,0,"Branches, Small Woody Debris",No,Yes,2.5,0,Mud/Organic,Winter Run Chinook,51-60mm,5,no overhead
2019-09-25,03:47:23am,Kapusta,Flatwater,9,0.8,1.2,0,"Branches, Small Woody Debris",No,Yes,2.5,0,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,4,no overhead
2019-09-25,03:49:59am,Kapusta,Flatwater,9,2.7,7.5,0,"Branches, Small Woody Debris",No,Yes,0,0.28,Cobble,Winter Run Chinook,51-60mm,1,no overhead
2019-09-25,03:55:20am,Kapusta,Flatwater,9,2.7,7.5,0,"Branches, Small Woody Debris",No,Yes,0,0.28,Cobble,NA,61-80mm,1,no overhead
2019-09-25,03:57:03am,Kapusta,NA,0,1.1,3.4,2,Aquatic Veg,Yes,Yes,0,0,Cobble,Winter Run Chinook,41-50mm,12,overhead
2019-09-25,04:02:00am,Kapusta,Flatwater,9,1.6,5.5,3,Aquatic Veg,No,Yes,0,0.47,Cobble,Winter Run Chinook,51-60mm,1,no overhead
2019-09-25,04:04:38am,Kapusta,Flatwater,9,1.4,2.5,1.7,Aquatic Veg,Yes,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,1,overhead
2019-09-25,04:06:58am,Kapusta,Flatwater,9,1.1,1.9,0.7,Fine Woody Debris,No,Yes,3,0.37,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,3,no overhead
2019-09-25,04:11:20am,Kapusta,Flatwater,9,1.1,1.9,0.7,Fine Woody Debris,No,Yes,3,0.37,Mud/Organic,Fall Run Chinook,61-80mm,1,no overhead
2019-09-25,04:13:36am,Kapusta,Flatwater,9,0.5,1.2,0,Aquatic Veg,Yes,Yes,1,0,Gravel,Winter Run Chinook,<41mm,1,overhead
2019-09-25,05:05:53am,Kapusta,Pool,9,0.8,1.7,0,Aquatic Veg,No,No,0,0.41,Sand,Winter Run Chinook,41-50mm,2,no overhead
2019-09-25,05:10:37am,Kapusta,Riffle,10,1.4,1.2,0,Rip Rap,No,Yes,0,0.14,Cobble,Rainbow Trout/Steelhead,121-140mm,1,no overhead
2019-09-25,05:14:47am,Kapusta,Riffle,10,1.4,1.2,0,Rip Rap,No,Yes,0,0.14,Cobble,Late Fall Run Run Chinook,81-100mm,1,no overhead
2019-09-25,05:17:26am,Kapusta,Riffle,10,2.1,3.8,1.7,Aquatic Veg,No,Yes,3,0.31,Gravel,Rainbow Trout/Steelhead,101-120mm,5,no overhead
2019-09-25,05:20:24am,Kapusta,Riffle,10,2.1,3.8,1.7,Aquatic Veg,No,Yes,3,0.31,Gravel,Fall Run Chinook,81-100mm,1,no overhead
2019-09-25,05:26:59am,Kapusta,Pool,9,0.5,0.4,0.3,Rip Rap,No,No,NA,0.76,Bedrock,Winter Run Chinook,51-60mm,1,no overhead
2019-12-03,No Time recorded,Kapusta,Flatwater,10,3.2,20,0,"Branches, Small Woody Debris",No,No,0,0.28,Mud/Organic,Winter Run Chinook,61-80mm,35,no overhead
2019-12-03,No Time recorded,Kapusta,Flatwater,10,3.2,20,0,"Branches, Small Woody Debris",No,No,0,0.28,Mud/Organic,Late Fall Run Run Chinook,81-100mm,5,no overhead
2019-12-03,No Time recorded,Kapusta,Pool,10,2.7,11.3,1.3,Fine Woody Debris,NA,Yes,1.9,0.27,Gravel,Winter Run Chinook,61-80mm,3,NA
2019-12-03,No Time recorded,Kapusta,Pool,10,2.7,11.3,1.3,Fine Woody Debris,NA,Yes,1.9,0.27,Gravel,Late Fall Run Run Chinook,101-120mm,6,NA
2019-12-03,No Time recorded,Kapusta,Pool,10,2.7,13.9,0,Fine Woody Debris,NA,Yes,0.5,0.84,Bedrock,Winter Run Chinook,61-80mm,12,NA
2019-12-03,No Time recorded,Kapusta,Pool,10,2.6,3.6,0.2,Aquatic Veg,NA,Yes,0.9,0.4,Gravel,Winter Run Chinook,51-60mm,1,NA
2019-12-03,No Time recorded,Kapusta,Pool,10,1.8,0.8,1,Fine Woody Debris,No,Yes,4,0.28,Sand,Winter Run Chinook,51-60mm,1,no overhead
2019-12-03,No Time recorded,Kapusta,Pool,10,3.6,6.8,1,Aquatic Veg,No,No,0,0.43,Bedrock,Late Fall Run Run Chinook,121-140mm,1,no overhead
2019-12-03,No Time recorded,Kapusta,Pool,10,4.6,9,0.1,Cobble,No,Yes,0.1,0.68,Gravel,Late Fall Run Run Chinook,121-140mm,6,no overhead
2019-12-03,No Time recorded,Kapusta,Pool,10,4.6,9,0.1,Cobble,No,Yes,0.1,0.68,Gravel,Winter Run Chinook,51-60mm,30,no overhead
2019-12-03,No Time recorded,Kapusta,Pool,10,4.6,9,0.1,Cobble,No,Yes,0.1,0.68,Gravel,Winter Run Chinook,61-80mm,24,no overhead
2019-12-03,No Time recorded,Kapusta,Pool,10,3.8,7.4,0.8,"Branches, Small Woody Debris",No,Yes,1,0.5,Gravel,Rainbow Trout/Steelhead,81-100mm,1,no overhead
2019-12-03,No Time recorded,Kapusta,Pool,10,4.5,8.6,0,Cobble,No,Yes,0,0.76,Cobble,Rainbow Trout/Steelhead,141-160mm,1,no overhead
2019-12-03,No Time recorded,Kapusta,Riffle,10,1.2,4.9,4.8,Rip Rap,No,Yes,2.4,1.1,Gravel,Winter Run Chinook,51-60mm,2,no overhead
2019-12-03,No Time recorded,Kapusta,Riffle,10,1.2,4.9,4.8,Rip Rap,No,Yes,2.4,1.1,Gravel,Late Fall Run Run Chinook,81-100mm,8,no overhead
2019-12-03,No Time recorded,Kapusta,Riffle,10,1.2,4.9,4.9,Rip Rap,No,Yes,0.3,1.8,Gravel,Winter Run Chinook,61-80mm,2,no overhead
2019-12-03,No Time recorded,Kapusta,Riffle,10,1.5,2.6,1.3,Rip Rap,No,Yes,1.4,0.13,Gravel,Late Fall Run Run Chinook,101-120mm,1,no overhead
2020-01-02,04:43:35am,Kapusta,Riffle,10,1,8,0.1,Cobble,No,Yes,0.1,1.1,Gravel,Rainbow Trout/Steelhead,101-120mm,1,"no overhead , rags as cover"
2020-01-02,06:47:09am,Kapusta,Pool,10,2.2,9,0,Fine Woody Debris,No,Yes,0.9,0,Gravel,Fall Run Chinook,<41mm,5,no overhead
2020-01-29,05:28:33am,Kapusta,Flatwater,10,1,3.5,0.3,Fine Woody Debris,Yes,Yes,4,0.11,Mud/Organic,Fall Run Chinook,41-50mm,10,overhead
2020-01-29,05:31:32am,Kapusta,Flatwater,10,1,3.5,0.3,Fine Woody Debris,Yes,Yes,4,0.11,Mud/Organic,Spring Run Chinook,51-60mm,40,overhead
